unix,Date,symbol,Open,High,Low,Close,Volume,Volume USDT,tradecount
1.59E+12,4/1/2020 0:00,BTC/USDT,6412.14,6679.94,6150.11,6642.92,97500.7524,618527468.8,758061
1.59E+12,3/31/2020 0:00,BTC/USDT,6394.45,6523.23,6321.4,6410.44,72337.59526,465780496.6,538231
1.59E+12,3/30/2020 0:00,BTC/USDT,5880.5,6599,5857.76,6394.38,118889.55,747569726.5,784034
1.59E+12,3/29/2020 0:00,BTC/USDT,6236.65,6266,5866.56,5881.42,63311.62771,383707122.5,496709
1.59E+12,3/28/2020 0:00,BTC/USDT,6359.11,6360,6024,6236.65,93159.69343,577986706.1,725588
1.59E+12,3/27/2020 0:00,BTC/USDT,6737.27,6842.59,6261,6359.11,82914.96835,551326113.9,643631
1.59E+12,3/26/2020 0:00,BTC/USDT,6677.42,6780,6510,6737.36,83026.55521,552537189.5,668467
1.59E+12,3/25/2020 0:00,BTC/USDT,6744.69,6957.96,6450,6677.43,132155.735,880250736.9,912179
1.59E+12,3/24/2020 0:00,BTC/USDT,6465.25,6833,6371.33,6744.72,151138.0099,1001890515,1012669
1.58E+12,3/23/2020 0:00,BTC/USDT,5816.05,6600,5688,6467.31,164674.2158,1015525672,1099406
1.58E+12,3/22/2020 0:00,BTC/USDT,6187.04,6407.87,5734.01,5816.19,119115.9905,722895653.5,952259
1.58E+12,3/21/2020 0:00,BTC/USDT,6204.57,6456.98,5860.02,6186.98,128913.6684,794962136.6,990974
1.58E+12,3/20/2020 0:00,BTC/USDT,6162.05,6900,5670,6208.36,219298.3295,1401734013,1580069
1.58E+12,3/19/2020 0:00,BTC/USDT,5393.26,6400,5252.53,6162.37,199020.8734,1164739708,1403608
1.58E+12,3/18/2020 0:00,BTC/USDT,5312.64,5436.17,5009.37,5393.04,137127.6349,719748122.5,962843
1.58E+12,3/17/2020 0:00,BTC/USDT,5028.86,5525,4921.45,5312.64,150089.9263,793147908.3,1069217
1.58E+12,3/16/2020 0:00,BTC/USDT,5360.33,5365.42,4442.12,5028.97,227276.9228,1113690309,1608176
1.58E+12,3/15/2020 0:00,BTC/USDT,5172.48,5940,5093.1,5361.3,139916.1465,753755706.4,1037714
1.58E+12,3/14/2020 0:00,BTC/USDT,5576.05,5640.52,5055.13,5172.06,136910.136,736651880.9,1106125
1.58E+12,3/13/2020 0:00,BTC/USDT,4800.01,5955,3782.13,5578.6,402201.6738,2063819541,2309830
1.58E+12,3/12/2020 0:00,BTC/USDT,7934.58,7966.17,4410,4800,261505.6087,1628590104,1770812
1.58E+12,3/11/2020 0:00,BTC/USDT,7894.57,7980,7590,7934.52,79942.41117,624465167.4,699401
1.58E+12,3/10/2020 0:00,BTC/USDT,7929.87,8149,7728.01,7894.56,86783.44388,689700153.4,737528
1.58E+12,3/9/2020 0:00,BTC/USDT,8034.76,8179.31,7632.01,7929.87,116968.8633,918787729.1,929234
1.58E+12,3/8/2020 0:00,BTC/USDT,8885.25,8886.76,8000,8033.31,77537.31517,656931544.8,740741
1.58E+12,3/7/2020 0:00,BTC/USDT,9130.89,9188,8835,8886.66,45422.20453,409983263.8,485400
1.58E+12,3/6/2020 0:00,BTC/USDT,9054.64,9170,8985.5,9131.88,43782.94804,397598476.4,493216
1.58E+12,3/5/2020 0:00,BTC/USDT,8750.99,9159.42,8746.54,9054.68,58201.86636,524102029.2,619552
1.58E+12,3/4/2020 0:00,BTC/USDT,8760.07,8848.29,8660,8750.87,38696.48258,338849892,454817
1.58E+12,3/3/2020 0:00,BTC/USDT,8911.18,8919.65,8651,8760.07,55154.99728,484181096.3,512762
1.58E+12,3/2/2020 0:00,BTC/USDT,8530.3,8965.75,8498,8915.24,60401.31773,528906629.6,564535
1.58E+12,3/1/2020 0:00,BTC/USDT,8523.61,8750,8411,8531.88,43892.20178,375729315.3,472019
1.58E+12,2/29/2020 0:00,BTC/USDT,8690.8,8790,8523.55,8523.61,36748.18304,318585952,414175
1.58E+12,2/28/2020 0:00,BTC/USDT,8823.25,8900,8445,8692.91,71155.20898,615664817,655727
1.58E+12,2/27/2020 0:00,BTC/USDT,8786,8971.77,8531,8823.21,72483.57876,636955872.8,696646
1.58E+12,2/26/2020 0:00,BTC/USDT,9316.48,9377.44,8633.63,8785.25,92130.34548,830717784.4,871018
1.58E+12,2/25/2020 0:00,BTC/USDT,9655.52,9675,9250,9315.84,54379.34455,514946930.6,579079
1.58E+12,2/24/2020 0:00,BTC/USDT,9936.4,9990,9473.56,9656.13,55796.59612,542081527.6,589384
1.58E+12,2/23/2020 0:00,BTC/USDT,9650.85,9990,9645,9936.4,37702.08984,371815095.5,441935
1.58E+12,2/22/2020 0:00,BTC/USDT,9677.05,9709.17,9560.02,9650.86,24636.75762,237544283.2,319961
1.58E+12,2/21/2020 0:00,BTC/USDT,9597.21,9755.51,9550.21,9677.05,42181.55452,408286949.8,470599
1.58E+12,2/20/2020 0:00,BTC/USDT,9594.65,9699,9400,9596.42,60152.34291,576020107.5,667387
1.58E+12,2/19/2020 0:00,BTC/USDT,10164.78,10250,9350,9593.79,55162.5869,547679966.9,588760
1.58E+12,2/18/2020 0:00,BTC/USDT,9706,10250,9576.01,10164.71,70604.12402,696870122.8,723413
1.58E+12,2/17/2020 0:00,BTC/USDT,9910.7,9964.16,9452.67,9706,70261.0119,680009637.6,778058
1.58E+12,2/16/2020 0:00,BTC/USDT,9904.46,10050,9638.12,9917.27,60023.99954,592584876.9,708070
1.58E+12,2/15/2020 0:00,BTC/USDT,10344.36,10375,9801,9904.72,57657.20295,580845331.2,739781
1.58E+12,2/14/2020 0:00,BTC/USDT,10227.78,10381.56,10111.37,10344.36,47038.48017,482455622,622310
1.58E+12,2/13/2020 0:00,BTC/USDT,10325.33,10500,10080,10229.63,79344.35876,815507473.7,932802
1.58E+12,2/12/2020 0:00,BTC/USDT,10223.08,10450,10223.08,10326.46,61008.06393,629756037.5,857655
1.58E+12,2/11/2020 0:00,BTC/USDT,9851.74,10323.59,9700,10223.08,62422.39522,624970415.4,710170
1.58E+12,2/10/2020 0:00,BTC/USDT,10151.72,10188,9756,9851.83,59573.08462,590091358.4,690308
1.58E+12,2/9/2020 0:00,BTC/USDT,9895.04,10166,9880.75,10151.75,43408.47562,437441704.9,536848
1.58E+12,2/8/2020 0:00,BTC/USDT,9813.87,9940,9667.11,9895.05,43600.84367,427781790.2,514573
1.58E+12,2/7/2020 0:00,BTC/USDT,9772,9885,9730,9813.73,43966.11463,430744860.2,582249
1.58E+12,2/6/2020 0:00,BTC/USDT,9612.03,9862.57,9526.35,9772,64949.70659,631245079.8,682179
1.58E+12,2/5/2020 0:00,BTC/USDT,9197.02,9744.45,9177.22,9612.04,64870.41562,613540574.8,661758
1.58E+12,2/4/2020 0:00,BTC/USDT,9291.35,9350,9093.01,9197.02,53308.17527,491136137.2,528930
1.58E+12,2/3/2020 0:00,BTC/USDT,9331.59,9618.79,9234,9292.24,50892.13345,476379993.5,492124
1.58E+12,2/2/2020 0:00,BTC/USDT,9384.41,9477.03,9120,9331.51,45690.91254,428064088.7,446558
1.58E+12,2/1/2020 0:00,BTC/USDT,9351.71,9464.53,9281,9384.61,28578.06735,268137740,334972
1.58E+12,1/31/2020 0:00,BTC/USDT,9511.52,9530.22,9210.01,9352.89,45552.02235,425779010.4,428547
1.58E+12,1/30/2020 0:00,BTC/USDT,9301.57,9578,9204.44,9513.21,60626.74426,569652869.8,529570
1.58E+12,1/29/2020 0:00,BTC/USDT,9375.34,9449.24,9216,9301.53,53864.06512,503188568.8,492545
1.58E+12,1/28/2020 0:00,BTC/USDT,8907.57,9400,8862.4,9374.21,74584.85377,676593159.5,616678
1.58E+12,1/27/2020 0:00,BTC/USDT,8614.39,9000,8535,8907.57,53973.543,473194952.8,514196
1.58E+12,1/26/2020 0:00,BTC/USDT,8340.01,8618.13,8293.66,8615,31130.48516,263941925.3,332612
1.58E+12,1/25/2020 0:00,BTC/USDT,8438.99,8451.26,8254.9,8340.58,25521.15793,212869245.6,283118
1.58E+12,1/24/2020 0:00,BTC/USDT,8404.52,8528.02,8238,8439,41687.52953,349874174.8,407271
1.58E+12,1/23/2020 0:00,BTC/USDT,8682.77,8691.81,8306.39,8404.52,48165.9446,407428808.7,464805
1.58E+12,1/22/2020 0:00,BTC/USDT,8736.04,8818,8590,8682.36,29080.55714,252638888.2,317424
1.58E+12,1/21/2020 0:00,BTC/USDT,8642.35,8789,8488,8736.03,36494.68766,316056705,365621
1.58E+12,1/20/2020 0:00,BTC/USDT,8701.72,8746.99,8521.28,8642.35,38896.63975,336447837,385006
1.58E+12,1/19/2020 0:00,BTC/USDT,8915.09,9198.98,8466,8701.7,70676.88926,623950864.3,615665
1.58E+12,1/18/2020 0:00,BTC/USDT,8913.27,8988.88,8806.38,8915.96,38294.74655,340852837.9,458182
1.58E+12,1/17/2020 0:00,BTC/USDT,8720.15,9041.65,8672.44,8913.28,70897.73738,629568740.7,676403
1.58E+12,1/16/2020 0:00,BTC/USDT,8820.01,8859.81,8586,8720.01,51991.07428,451752380.3,543064
1.58E+12,1/15/2020 0:00,BTC/USDT,8814.64,8916.48,8564,8821.41,84816.29761,743712237.3,764048
1.58E+12,1/14/2020 0:00,BTC/USDT,8110.34,8880,8105.54,8810.01,120399.1267,1032735181,915328
1.58E+12,1/13/2020 0:00,BTC/USDT,8184.97,8196,8055.89,8110.34,31159.75568,252656965.4,289144
1.58E+12,1/12/2020 0:00,BTC/USDT,8020.01,8197,7960,8184.98,38131.49434,309351920.5,350662
1.58E+12,1/11/2020 0:00,BTC/USDT,8198.86,8286.34,8003.16,8020.01,54810.03267,445034349.6,469131
1.58E+12,1/10/2020 0:00,BTC/USDT,7817.74,8199,7672,8197.02,82406.77745,652774220.4,606101
1.58E+12,1/9/2020 0:00,BTC/USDT,8054.72,8055.96,7750,7817.76,64239.51983,507258250.5,478800
1.58E+12,1/8/2020 0:00,BTC/USDT,8145.92,8455,7870,8055.98,112622.6426,926410232.6,830375
1.58E+12,1/7/2020 0:00,BTC/USDT,7758.9,8207.68,7723.71,8145.28,91171.68466,724202791.1,685315
1.58E+12,1/6/2020 0:00,BTC/USDT,7357.64,7795.34,7346.76,7758,54635.69532,413330481.2,449937
1.58E+12,1/5/2020 0:00,BTC/USDT,7354.19,7495,7318,7358.75,38331.0856,284848683.8,329209
1.58E+12,1/4/2020 0:00,BTC/USDT,7345,7404,7272.21,7354.11,29987.97498,219874240.9,279370
1.58E+12,1/3/2020 0:00,BTC/USDT,6965.49,7405,6871.04,7344.96,68428.50045,495098583,519854
1.58E+12,1/2/2020 0:00,BTC/USDT,7200.77,7212.5,6924.74,6965.71,31951.48393,225982341.3,302667
1.58E+12,1/1/2020 0:00,BTC/USDT,7195.24,7255,7175.15,7200.85,16792.38817,121214452.1,194010
1.58E+12,12/31/2019 0:00,BTC/USDT,7246,7320,7145.01,7195.23,25954.45353,187518399.3,251976
1.58E+12,12/30/2019 0:00,BTC/USDT,7388.43,7408.24,7220,7246,29605.91178,216508875.5,279033
1.58E+12,12/29/2019 0:00,BTC/USDT,7315.36,7528.45,7288,7388.24,31387.10609,231731575.8,283213
1.58E+12,12/28/2019 0:00,BTC/USDT,7254.77,7365.01,7238.67,7316.14,26848.9822,196322192.4,272607
1.58E+12,12/27/2019 0:00,BTC/USDT,7202,7275.86,7076.42,7254.74,33642.70186,242214722.7,297262
1.58E+12,12/26/2019 0:00,BTC/USDT,7205.01,7435,7157.12,7202,36259.76108,263289799,337695
1.58E+12,12/25/2019 0:00,BTC/USDT,7255.77,7271.77,7128.86,7204.63,27492.04432,198273303.1,289924
1.58E+12,12/24/2019 0:00,BTC/USDT,7317.3,7436.68,7157.04,7255.77,43629.49419,318428019,384678
1.58E+12,12/23/2019 0:00,BTC/USDT,7500.71,7695.38,7265.84,7317.09,68051.9972,510710431.8,530669
1.58E+12,12/22/2019 0:00,BTC/USDT,7131.59,7518.54,7122.47,7501.44,39137.45515,285577206.9,356612
1.58E+12,12/21/2019 0:00,BTC/USDT,7188.01,7190.58,7105,7132.75,19467.17403,139069157.1,212162
1.58E+12,12/20/2019 0:00,BTC/USDT,7151.31,7220,7079.5,7187.83,32132.06921,229842650.4,312766
1.58E+12,12/19/2019 0:00,BTC/USDT,7277.83,7380,7038.31,7150.3,55509.04908,397407677.1,439761
1.58E+12,12/18/2019 0:00,BTC/USDT,6623.84,7440,6435,7277.83,95636.65125,654057202.2,714073
1.58E+12,12/17/2019 0:00,BTC/USDT,6891.44,6942.21,6560,6623.82,53865.06993,364087469.8,454097
1.58E+12,12/16/2019 0:00,BTC/USDT,7119.6,7150,6836,6891.72,43863.99306,307508569.9,371202
1.58E+12,12/15/2019 0:00,BTC/USDT,7064.14,7200.3,7008.35,7118.59,26395.77814,187402764.6,262651
1.58E+12,12/14/2019 0:00,BTC/USDT,7257.37,7271.77,7012,7064.05,29561.98597,211004228,276819
1.58E+12,12/13/2019 0:00,BTC/USDT,7197.76,7309.05,7190.76,7258.48,27609.8738,199836160.2,252135
1.58E+12,12/12/2019 0:00,BTC/USDT,7210,7295,7080.3,7198.08,42288.60093,303657479.5,331414
1.58E+12,12/11/2019 0:00,BTC/USDT,7224.15,7275.5,7125.66,7210,30093.09194,217095653.9,268269
1.58E+12,12/10/2019 0:00,BTC/USDT,7338.64,7407.6,7157.1,7224.13,49723.76214,363127435.4,439637
1.58E+12,12/9/2019 0:00,BTC/USDT,7510.11,7650,7273,7338.64,46621.88749,347471155.5,359648
1.58E+12,12/8/2019 0:00,BTC/USDT,7487.31,7564,7374.86,7510.11,29856.89763,223314325.6,257514
1.58E+12,12/7/2019 0:00,BTC/USDT,7527.8,7619.62,7470.16,7488.21,31498.68417,237000924.9,263592
1.58E+12,12/6/2019 0:00,BTC/USDT,7389,7590.03,7305,7527.47,48189.08794,356905919,367854
1.58E+12,12/5/2019 0:00,BTC/USDT,7194.59,7485,7150,7389,59306.67886,434738864.8,430359
1.58E+12,12/4/2019 0:00,BTC/USDT,7292.71,7750,7067,7194.32,83147.14914,608623482.8,516158
1.58E+12,12/3/2019 0:00,BTC/USDT,7294.42,7400,7241.35,7292.71,33149.47749,242379261.1,265391
1.58E+12,12/2/2019 0:00,BTC/USDT,7391.5,7420.56,7151.1,7294.28,46330.25604,337889295.5,326881
1.58E+12,12/1/2019 0:00,BTC/USDT,7540.63,7541.85,7210,7390.89,60769.34231,446524917.2,420573
1.58E+12,11/30/2019 0:00,BTC/USDT,7740.99,7810,7441,7541.89,46989.43362,358749026.4,346506
1.57E+12,11/29/2019 0:00,BTC/USDT,7418.52,7850,7362.3,7739.68,60745.30087,463006956.7,412929
1.57E+12,11/28/2019 0:00,BTC/USDT,7507.9,7643,7360,7419.49,56933.98111,427572714.9,388953
1.57E+12,11/27/2019 0:00,BTC/USDT,7154.75,7655,6840,7508.52,92452.87349,671646609.2,582055
1.57E+12,11/26/2019 0:00,BTC/USDT,7109.99,7340,7017.48,7156.14,65722.39769,469602476.9,433933
1.57E+12,11/25/2019 0:00,BTC/USDT,6900.23,7377.69,6515,7109.57,119645.7352,831628458.3,679721
1.57E+12,11/24/2019 0:00,BTC/USDT,7311.1,7330.39,6861,6903.28,67890.20648,481922941.3,446014
1.57E+12,11/23/2019 0:00,BTC/USDT,7268.23,7344.48,7080.01,7311.57,50449.89476,364446217.4,414045
1.57E+12,11/22/2019 0:00,BTC/USDT,7627.79,7750,6790,7268.23,126603.1403,917881536.3,817604
1.57E+12,11/21/2019 0:00,BTC/USDT,8098.56,8134.73,7500,7627.74,58418.78026,455166676.3,430062
1.57E+12,11/20/2019 0:00,BTC/USDT,8133.83,8264.29,8038.4,8098.01,32466.23098,263387575.5,288843
1.57E+12,11/19/2019 0:00,BTC/USDT,8186.5,8218.63,8003,8133.64,43556.06103,353463792,357382
1.57E+12,11/18/2019 0:00,BTC/USDT,8502.87,8503.52,8060,8187.17,43017.69094,358706174.8,366263
1.57E+12,11/17/2019 0:00,BTC/USDT,8490.74,8635,8350.68,8502.4,27009.03708,229995700.8,259594
1.57E+12,11/16/2019 0:00,BTC/USDT,8471.62,8543,8400,8491.02,20902.29975,177222838.4,231473
1.57E+12,11/15/2019 0:00,BTC/USDT,8646.38,8790,8400,8471.73,46087.41775,394708981.3,423919
1.57E+12,11/14/2019 0:00,BTC/USDT,8777.54,8800,8582.6,8646.68,33468.46896,290104307,337019
1.57E+12,11/13/2019 0:00,BTC/USDT,8821.91,8844.99,8702,8777.12,26810.11692,235060554.1,281593
1.57E+12,11/12/2019 0:00,BTC/USDT,8733.36,8888,8567.6,8821.94,40366.62947,352675938.4,406765
1.57E+12,11/11/2019 0:00,BTC/USDT,9040.16,9072.32,8618.68,8733.27,44888.05355,394585996.3,415982
1.57E+12,11/10/2019 0:00,BTC/USDT,8809.18,9147.19,8750,9039.47,34422.0298,307316853.9,375946
1.57E+12,11/9/2019 0:00,BTC/USDT,8773.74,8880,8724.88,8809.41,29469.48141,259733491.8,326730
1.57E+12,11/8/2019 0:00,BTC/USDT,9214,9261,8696,8773.73,62107.28924,555589996,567331
1.57E+12,11/7/2019 0:00,BTC/USDT,9339.16,9375,9101,9216.2,39117.47085,361217475.1,401984
1.57E+12,11/6/2019 0:00,BTC/USDT,9307.73,9440.91,9250.01,9339.05,37336.17037,348607499.8,402997
1.57E+12,11/5/2019 0:00,BTC/USDT,9392.4,9454.95,9175.76,9308.66,45935.87367,428156963.1,492885
1.57E+12,11/4/2019 0:00,BTC/USDT,9196.46,9513.68,9115.84,9393.35,45894.45628,426792003.2,453749
1.57E+12,11/3/2019 0:00,BTC/USDT,9289.85,9362.57,9066.14,9194.71,27894.37828,256664259.7,326024
1.57E+12,11/2/2019 0:00,BTC/USDT,9231.4,9373.74,9186.21,9289.52,28923.06083,268119579.7,325421
1.57E+12,11/1/2019 0:00,BTC/USDT,9140.86,9279,9030,9231.61,43594.81412,398803069,478002
1.57E+12,10/31/2019 0:00,BTC/USDT,9154.02,9405,8913,9140.85,54376.0249,498152743.7,490183
1.57E+12,10/30/2019 0:00,BTC/USDT,9407.62,9409.84,9001.01,9154.72,55241.78643,506584830,524035
1.57E+12,10/29/2019 0:00,BTC/USDT,9204.45,9550,9072,9407.62,64158.46245,600611324.6,559589
1.57E+12,10/28/2019 0:00,BTC/USDT,9528.23,9902.1,9160,9205.14,80174.21732,759178942.9,681128
1.57E+12,10/27/2019 0:00,BTC/USDT,9230,9794.98,9074.34,9529.93,93833.5416,887438297.7,799978
1.57E+12,10/26/2019 0:00,BTC/USDT,8655.88,10370,8470.38,9230,162588.5854,1522244166,1185369
1.57E+12,10/25/2019 0:00,BTC/USDT,7412.41,8799,7361,8655.02,90748.21817,737329544.9,775418
1.57E+12,10/24/2019 0:00,BTC/USDT,7468.47,7503.68,7337.99,7412.41,32714.38327,243246414.9,403778
1.57E+12,10/23/2019 0:00,BTC/USDT,8020.06,8047.59,7300,7466.62,63897.4571,488220760.6,610241
1.57E+12,10/22/2019 0:00,BTC/USDT,8197.28,8297.99,8000,8020,34651.82866,283535483.4,384699
1.57E+12,10/21/2019 0:00,BTC/USDT,8223.35,8333,8142.03,8197.27,30448.67954,250117281.6,367169
1.57E+12,10/20/2019 0:00,BTC/USDT,7949.87,8297,7870,8223.35,34286.45265,275899861.7,396091
1.57E+12,10/19/2019 0:00,BTC/USDT,7946.89,8098.1,7866.92,7948.01,26627.88939,211909734.1,349746
1.57E+12,10/18/2019 0:00,BTC/USDT,8070.71,8115,7816.01,7947.01,31353.18142,248931322.1,399783
1.57E+12,10/17/2019 0:00,BTC/USDT,7995.02,8124.92,7929.03,8070.58,29656.94916,238343204.5,356490
1.57E+12,10/16/2019 0:00,BTC/USDT,8159.3,8181.16,7917,7991.74,34733.59397,279586845.5,421026
1.57E+12,10/15/2019 0:00,BTC/USDT,8346.86,8403,8090,8159.29,32773.06248,270727559.8,399447
1.57E+12,10/14/2019 0:00,BTC/USDT,8275.24,8388.85,8203,8348.2,29810.66325,247530733.2,345679
1.57E+12,10/13/2019 0:00,BTC/USDT,8301.98,8451.37,8160,8275.01,27840.73995,232149438.4,320051
1.57E+12,10/12/2019 0:00,BTC/USDT,8257.95,8400,8250,8300.09,21339.3341,177707852.6,280633
1.57E+12,10/11/2019 0:00,BTC/USDT,8557.82,8779.51,8212.38,8258.5,50405.28442,424413201.5,471818
1.57E+12,10/10/2019 0:00,BTC/USDT,8562.15,8644,8414.52,8558.03,39137.94617,333925412.3,406932
1.57E+12,10/9/2019 0:00,BTC/USDT,8170.79,8670,8115,8560.74,55038.70438,462845251.8,537805
1.57E+12,10/8/2019 0:00,BTC/USDT,8190.82,8325,8088.75,8168.39,35452.65742,290675248.1,395685
1.57E+12,10/7/2019 0:00,BTC/USDT,7855.3,8299.92,7762,8190.09,52202.0723,420921679.8,482605
1.57E+12,10/6/2019 0:00,BTC/USDT,8127.55,8153.87,7785,7854.25,34676.10405,275447898,325795
1.57E+12,10/5/2019 0:00,BTC/USDT,8137.09,8183.41,8012.98,8126.19,21907.61556,177252877,237769
1.57E+12,10/4/2019 0:00,BTC/USDT,8224.43,8232.41,8005,8137.13,26476.3304,215325611.7,259012
1.57E+12,10/3/2019 0:00,BTC/USDT,8360,8393,8060,8223.96,30488.28406,250291751.3,281307
1.57E+12,10/2/2019 0:00,BTC/USDT,8292.67,8373.91,8151.22,8359.94,26243.38664,216325351.9,261430
1.57E+12,10/1/2019 0:00,BTC/USDT,8289.97,8500,8173.05,8292.44,43472.41809,362980689.9,387653
1.57E+12,9/30/2019 0:00,BTC/USDT,8043.04,8337.26,7710,8289.34,55865.48726,449120676.8,455556
1.57E+12,9/29/2019 0:00,BTC/USDT,8199.38,8229.13,7890,8043.82,31544.21139,253660600.3,322501
1.57E+12,9/28/2019 0:00,BTC/USDT,8177.47,8315,8001.09,8198.81,34473.60517,280672404.7,319113
1.57E+12,9/27/2019 0:00,BTC/USDT,8063.49,8265,7852.15,8177.91,43882.92463,352800745.2,369518
1.57E+12,9/26/2019 0:00,BTC/USDT,8430.05,8465.99,7750,8063.73,67930.85375,552794530.9,522062
1.57E+12,9/25/2019 0:00,BTC/USDT,8497.55,8730,8215.64,8430.05,60783.89226,512437200.4,544806
1.57E+12,9/24/2019 0:00,BTC/USDT,9702.2,9794.99,7800,8493.14,94007.3452,838996309.2,748712
1.57E+12,9/23/2019 0:00,BTC/USDT,10028.05,10049.99,9615.77,9702.25,31937.23236,314390584.6,332817
1.57E+12,9/22/2019 0:00,BTC/USDT,9985.15,10089,9853.97,10028.87,22049.27526,220133631.6,253713
1.57E+12,9/21/2019 0:00,BTC/USDT,10167.92,10176.7,9900,9986.39,20544.1752,206034034.5,245439
1.57E+12,9/20/2019 0:00,BTC/USDT,10243.7,10281,10061.39,10168.59,25088.49107,255205290.2,267032
1.57E+12,9/19/2019 0:00,BTC/USDT,10156.41,10325,9653,10244.29,44826.28258,447676493,429727
1.57E+12,9/18/2019 0:00,BTC/USDT,10187.48,10258.02,10100,10156.99,24250.2493,247024351.6,299466
1.57E+12,9/17/2019 0:00,BTC/USDT,10249.68,10275,10128.01,10187.82,22914.32456,233944812.6,287483
1.57E+12,9/16/2019 0:00,BTC/USDT,10303.34,10355,10078,10251.31,28971.40166,296325130.2,274368
1.57E+12,9/15/2019 0:00,BTC/USDT,10332.81,10360,10252.15,10302.01,18047.65401,185853330.4,194733
1.57E+12,9/14/2019 0:00,BTC/USDT,10344.13,10419.99,10222.33,10335.02,23621.53352,244063007.1,253929
1.57E+12,9/13/2019 0:00,BTC/USDT,10415.01,10439,10153,10342.06,30280.33978,311632094.3,304947
1.57E+12,9/12/2019 0:00,BTC/USDT,10158.75,10448.81,10040,10415.01,34511.16276,353390091,317881
1.57E+12,9/11/2019 0:00,BTC/USDT,10098.19,10293,9880,10158.33,31953.82456,321637085.5,309120
1.57E+12,9/10/2019 0:00,BTC/USDT,10302.58,10384.99,9953,10098.15,28915.41223,294323839.5,286763
1.57E+12,9/9/2019 0:00,BTC/USDT,10381.24,10480,10068.5,10303.12,39835.72761,409724831.9,330459
1.57E+12,9/8/2019 0:00,BTC/USDT,10455.9,10592.5,10208,10381.18,23984.67202,249900964.4,237752
1.57E+12,9/7/2019 0:00,BTC/USDT,10298.71,10558,10288.57,10455.88,27637.87739,287851131.2,272011
1.57E+12,9/6/2019 0:00,BTC/USDT,10563.13,10905.87,10150,10298.73,58799.64096,623662984.4,455334
1.57E+12,9/5/2019 0:00,BTC/USDT,10565.92,10900,10450,10564.49,33970.96064,358861340.8,309846
1.57E+12,9/4/2019 0:00,BTC/USDT,10611.85,10799,10369.89,10567.02,43943.88903,463526509.3,383457
1.57E+12,9/3/2019 0:00,BTC/USDT,10340,10773,10272,10615.28,47998.37678,505617667.4,416076
1.57E+12,9/2/2019 0:00,BTC/USDT,9723.59,10450,9712.5,10340,44740.24809,448462178.6,354155
1.57E+12,9/1/2019 0:00,BTC/USDT,9588.74,9830,9520,9724.98,19545.40484,188513289.1,191324
1.57E+12,8/31/2019 0:00,BTC/USDT,9582.76,9684.51,9420.75,9587.47,17130.29007,164116756.5,199188
1.57E+12,8/30/2019 0:00,BTC/USDT,9499.01,9696,9350.41,9584.54,26834.3181,255854874.5,259270
1.57E+12,8/29/2019 0:00,BTC/USDT,9721,9724,9320,9498.44,35532.69491,337838761.6,343887
1.57E+12,8/28/2019 0:00,BTC/USDT,10185.69,10299,9601.01,9721,42110.55538,420034883,381293
1.57E+12,8/27/2019 0:00,BTC/USDT,10373.6,10391.08,10051.08,10185.05,28402.77538,289340681.1,292888
1.57E+12,8/26/2019 0:00,BTC/USDT,10142.69,10604,10137.93,10372.25,41687.5116,432249835.5,405316
1.57E+12,8/25/2019 0:00,BTC/USDT,10134.61,10333,9906.97,10142.69,26271.6574,265132761.3,289956
1.57E+12,8/24/2019 0:00,BTC/USDT,10388.16,10419.42,9890,10134.35,27692.45684,279962133.6,313227
1.57E+12,8/23/2019 0:00,BTC/USDT,10099.9,10445,10019.79,10389.55,27550.33617,282732431.8,326866
1.57E+12,8/22/2019 0:00,BTC/USDT,10140.82,10242,9762,10099.88,34059.64274,341371442.9,401148
1.57E+12,8/21/2019 0:00,BTC/USDT,10760.51,10804.13,9858,10142.57,47355.71928,482889274.5,458814
1.57E+12,8/20/2019 0:00,BTC/USDT,10914.73,10949.96,10560,10760.51,32298.92168,346664453.1,305065
1.57E+12,8/19/2019 0:00,BTC/USDT,10306.17,10930,10258.6,10915.54,37243.31922,396233441,337022
1.57E+12,8/18/2019 0:00,BTC/USDT,10216.05,10500,10080,10306.78,24085.39517,248508872.5,265705
1.57E+12,8/17/2019 0:00,BTC/USDT,10331.15,10465.14,10000,10216.02,29000.5812,297776329,332795
1.57E+12,8/16/2019 0:00,BTC/USDT,10296.77,10536.03,9750,10331.54,51758.14292,527258446.4,504740
1.57E+12,8/15/2019 0:00,BTC/USDT,10055.16,10460,9911,10293.93,38174.45112,387705855.1,373368
1.57E+12,8/14/2019 0:00,BTC/USDT,10893.36,10897.48,9928.1,10050.37,54451.8475,567724729.1,534507
1.57E+12,8/13/2019 0:00,BTC/USDT,11398.35,11456.16,10788.45,10892.71,33234.72968,368994475.5,337834
1.57E+12,8/12/2019 0:00,BTC/USDT,11539.08,11577.89,11235.32,11396.08,17568.22708,200325471.6,255966
1.57E+12,8/11/2019 0:00,BTC/USDT,11309.24,11600,11112.11,11549.97,26772.90691,304862403.4,306234
1.57E+12,8/10/2019 0:00,BTC/USDT,11879.98,11985,11270,11309.31,42633.08705,492217964.5,399237
1.57E+12,8/9/2019 0:00,BTC/USDT,11994.17,12045.68,11700,11879.99,39427.15259,467011047.9,410902
1.57E+12,8/8/2019 0:00,BTC/USDT,11975.04,12060,11521,11999.77,51207.25717,604389131.1,473584
